From	To	Species	Gene Name
ATPI	26522448	Gnetum ula	ATP synthase CF0 A chain(atpI)
ATPI	14659759	Pavlova lutheri	ATP synthase CF0 subunit IV(atpI)
ATPI	26047805	Setaria viridis	ATP synthase CF0 subunit IV(atpI)
ATPI	20523910	Eriachne stipacea	ATP synthase CF0 subunit IV(atpI)
ATPI	24019829	Campynema lineare	ATP synthase CF0 subunit IV(atpI)
ATPI	24121179	Trachydiscus minutus	ATP synthase CF0 subunit IV(atpI)
ATPI	19591331	Hyoscyamus niger	ATP synthase CF0 subunit IV(atpI)
ATPI	27985743	Zea diploperennis	ATP synthase CF0 subunit IV(atpI)
ATPI	27108123	Dendrobium pendulum	ATP synthase CF0 A subunit(atpI)
ATPI	26521756	Eutrema yunnanense	ATP synthase CF0 A subunit(atpI)
ATPI	27250913	Acoelorraphe wrightii	ATP synthase CF0 subunit IV(atpI)
ATPI	27110283	Drosera rotundifolia	AtpI(atpI)
ATPI	17428123	Veratrum patulum	ATP synthase CF0 A chain subunit IV(atpI)
ATPI	22833394	Thalictrum coreanum	ATP synthase CF0 subunit IV(atpI)
ATPI	27218422	Bouteloua gracilis	ATP synthase CF0 subunit IV(atpI)
ATPI	25193890	Fatsia japonica	ATP synthase CF0 subunit IV(atpI)
ATPI	26888748	Arabidopsis cebennensis	ATPase a subunit(atpI)
ATPI	26219445	Dendrobium huoshanense	ATP synthase CF0 A subunit(atpI)
ATPI	9073116	Pisum sativum	ATP synthase CFO A subunit(atpI)
ATPI	26046287	Pelargonium cotyledonis	ATP synthase CF0 subunit IV(atpI)
ATPI	25015467	Panax quinquefolius	atpI(atpI)
ATPI	28480713	Perilla citriodora	AtpI(atpI)
ATPI	4238812	Ostreococcus tauri	ATP synthase CF0 A subunit(atpI)
ATPI	2716959	Chlamydomonas reinhardtii	ATPase IV subunit(atpI)
ATPI	17960684	Sedum sarmentosum	ATP synthase CF0 subunit IV(atpI)
ATPI	25017403	Diarrhena obovata	ATP synthase CF0 A subunit(atpI)
ATPI	15822900	Tetracentron sinense	ATP synthase CF0 A subunit(atpI)
ATPI	19522607	Euglenaformis proxima	ATPase subunit IV(atpI)
ATPI	17080347	Eucalyptus sieberi	ATP synthase CF0 A subunit(atpI)
ATPI	6276167	Welwitschia mirabilis	ATP synthase CF0 A subunit(atpI)
ATPI	26898895	Quercus baronii	ATP synthase CF0 A subunit(atpI)
ATPI	22158306	Symbiochloris reticulata	CF0 subunit IV of ATP synthase(atpI)
ATPI	845174	Zea mays	ATPase IV subunit(atpI)
ATPI	26891169	Centropodia glauca	ATP synthase CF0 subunit IV(atpI)
ATPI	5236522	Chloranthus spicatus	ATP synthase CF0 A subunit(atpI)
ATPI	24287478	Lathyrus pubescens	ATP synthase CF0 subunit IV(atpI)
ATPI	18985302	Arundinaria appalachiana	ATP synthase CF0 A subunit(atpI)
ATPI	20523108	Chionochloa macra	ATP synthase CF0 subunit IV(atpI)
ATPI	5696542	Lolium perenne	ATP synthase CF0 subunit IV(atpI)
ATPI	19019277	Magnolia tripetala	ATP synthase CF0 A chain(atpI)
ATPI	25021325	Aster spathulifolius	ATP synthase CF0 subunit IV(atpI)
ATPI	17082523	Eucalyptus spathulata	ATP synthase CF0 A subunit(atpI)
ATPI	11538619	Gossypium darwinii	ATPase IV subunit; ATP synthase CF0 A chain(atpI)
ATPI	27438630	Geranium incanum	ATP synthase CF0 A subunit(atpI)
ATPI	13530568	Saccharina japonica	ATP synthase CF0 A chain subunit IV(atpI)
ATPI	22910111	Campanula takesimana	ATP synthase CFU A chain(atpI)
ATPI	878128	Pseudomonas aeruginosa PAO1	ATP synthase subunit I(atpI)
ATPI	20356311	Aegilops bicornis	protein-coding(atpI)
ATPI	22975178	Hesperocyparis glabra	ATP synthase CF0 subunit IV(atpI)
ATPI	20833537	Chaetoceros simplex	ATP synthase CF0 subunit IV(atpI)
ATPI	27248923	Nypa fruticans	ATP synthase CF0 subunit IV(atpI)
ATPI	22163818	Oncinotis tenuiloba	ATP synthase CF0 A subunit(atpI)
ATPI	6440154	Oedogonium cardiacum	ATP synthase CF0 A subunit(atpI)
ATPI	24419492	Sartidia perrieri	ATP synthase CF0 subunit IV(atpI)
ATPI	7256585	Trifolium subterraneum	ATP synthase CF0 subunit IV(atpI)
ATPI	12799207	Gossypium gossypioides	ATPase IV subunit; ATP synthase CF0 A chain(atpI)
ATPI	18129261	Melianthus villosus	ATP synthase CF0 subunit IV(atpI)
ATPI	14056650	Lolium multiflorum	ATP synthase CF0 subunit IV(atpI)
ATPI	29076978	Pelargonium quercifolium	ATP synthase CF0 subunit IV(atpI)
ATPI	26122062	Oncidium sphacelatum	ATP synthase CF0 subunit IV(atpI)
ATPI	16791703	Nannochloropsis oculata	ATP synthase CF0 subunit IV(atpI)
ATPI	10743870	Nelumbo nucifera	ATP synthase CF0 subunit IV(atpI)
ATPI	19222349	Licania heteromorpha	ATP synthase CF0 A subunit(atpI)
ATPI	27247026	Epimedium koreanum	ATP synthase CF0 subunit IV(atpI)
ATPI	14469715	Quercus rubra	ATP synthase CF0 subunit IV(atpI)
ATPI	19740760	Lecomtella madagascariensis	ATP synthase CF0 subunit IV(atpI)
ATPI	27908008	Sphagnum palustre	CF0 subunit IV of ATP synthase(atpI)
ATPI	26894516	Akebia trifoliata	ATP synthase CF0 A subunit(atpI)
ATPI	17097873	Berberis bealei	ATP synthase CF0 subunit IV(atpI)
ATPI	24571747	Cypripedium japonicum	ATP synthase CF0 A subunit(atpI)
ATPI	19834553	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	ATP synthase I(atpI)
ATPI	18267280	Pinguicula ehlersiae	ATP synthase CF0 A subunit(atpI)
ATPI	26119889	Ficus racemosa	ATP synthase CF0 subunit IV(atpI)
ATPI	4362768	Pelargonium x hortorum	ATP synthase CF0 A subunit(atpI)
ATPI	24287402	Lathyrus littoralis	ATP synthase CF0 subunit IV(atpI)
ATPI	9830304	Myriopteris lindheimeri	ATP synthase CF0 subunit IV(atpI)
ATPI	6797466	Cicer arietinum	ATP synthase CF0 A subunit(atpI)
ATPI	29070871	Veronica nakaiana	ATP synthase CF0 A chain(atpI)
ATPI	24573652	Dieffenbachia seguine	ATP synthase CF0 A subunit(atpI)
ATPI	24019142	Paphiopedilum niveum	ATP synthase CF0 subunit IV(atpI)
ATPI	11637719	Acinetobacter pittii PHEA-2	ATP synthase protein I(atpI)
ATPI	22159473	Lobosphaera incisa	CF0 subunit IV of ATP synthase(atpI)
ATPI	20523057	Centotheca lappacea	ATP synthase CF0 subunit IV(atpI)
ATPI	27211556	Haplostachys haplostachya	(atpI)
ATPI	17962786	Helianthus maximiliani	ATP synthase CF0 subunit IV(atpI)
ATPI	24019007	Habenaria pantlingiana	ATP synthase CF0 subunit IV(atpI)
ATPI	4525124	Hordeum vulgare subsp. vulgare	ATP synthase CF0 A subunit(atpI)
ATPI	27250798	Areca vestiaria	ATP synthase CF0 subunit IV(atpI)
ATPI	27218288	Astrebla pectinata	ATP synthase CF0 subunit IV(atpI)
ATPI	26888878	Arabidopsis pedemontana	ATPase a subunit(atpI)
ATPI	5955388	Oenothera parviflora	ATP synthase CF0 A subunit(atpI)
ATPI	22548125	Erodium crassifolium	ATP synthase CF0 subunit IV(atpI)
ATPI	19522703	Osmundastrum cinnamomeum	ATP synthase CF0 subunit IV(atpI)
ATPI	20128952	Arundinaria fargesii	ATP synthase CF0 subunit IV(atpI)
ATPI	13539893	Elodea canadensis	ATP synthase CF0 subunit IV(atpI)
ATPI	26376554	Woodwardia unigemmata	ATP synthase CF0 subunit IV(atpI)
ATPI	17960555	Camellia oleifera	ATP synthase CF0 subunit IV(atpI)
ATPI	22161420	Marvania geminata	CF0 subunit IV of ATP synthase(atpI)
ATPI	25017534	Anthoxanthum nitens	ATP synthase CF0 subunit IV(atpI)
ATPI	17080483	Eucalyptus elata	ATP synthase CF0 A subunit(atpI)
ATPI	19524613	Olyra latifolia	ATP synthase CF0 A subunit(atpI)
ATPI	26219314	Polygonatum cyrtonema	ATP synthase CF0 A subunit(atpI)
ATPI	28480581	Perilla citriodora	(atpI)
ATPI	3429379	Cucumis sativus	ATPase IV subunit(atpI)
ATPI	11540661	Silene vulgaris	ATP synthase CF0 subunit IV(atpI)
ATPI	15823038	Trochodendron aralioides	ATP synthase CF0 A subunit(atpI)
ATPI	20523240	Coleataenia prionitis	ATP synthase CF0 subunit IV(atpI)
ATPI	27982797	Acer davidii	ATP synthase CF0 A chain(atpI)
ATPI	29074833	Actinidia polygama	ATP synthase CF0 subunit IV(atpI)
ATPI	860680	Chaetosphaeridium globosum	ATPase IV subunit(atpI)
ATPI	26046433	Pelargonium australe	ATP synthase CF0 subunit IV(atpI)
ATPI	26521632	Schrenkiella parvula	ATP synthase CF0 A subunit(atpI)
ATPI	26971517	Camelina sativa	ATP synthase CF0 A subunit(atpI)
ATPI	18667164	Auxenochlorella protothecoides	CF0 subunit IV of ATP synthase(atpI)
ATPI	17082387	Eucalyptus deglupta	ATP synthase CF0 A subunit(atpI)
ATPI	29072968	Apophlaea sinclairii	ATP synthase CFO A chain subunit IV(atpI)
ATPI	27910041	Senna tora	AtpI(atpI)
ATPI	29076838	Pelargonium myrrhifolium	ATP synthase CF0 subunit IV(atpI)
ATPI	5236680	Dioscorea elephantipes	ATP synthase CF0 A subunit(atpI)
ATPI	14056530	Festuca pratensis	ATP synthase CF0 subunit IV(atpI)
ATPI	27216020	Gelidium vagum	ATP synthase CFO A chain subunit IV(atpI)
ATPI	806524	Atropa belladonna	ATPase IV subunit(atpI)
ATPI	20356184	Nephroselmis astigmatica	CF0 subunit IV of ATP synthase(atpI)
ATPI	24287260	Lathyrus graminifolius	ATP synthase CF0 subunit IV(atpI)
ATPI	25019376	Chusquea circinata	ATP synthase CF0 subunit IV(atpI)
ATPI	26122189	Sobralia callosa	ATP synthase CF0 subunit IV(atpI)
ATPI	22283933	Hesperelaea palmeri	ATP synthase CF0 A subunit(atpI)
ATPI	23631216	Cattleya crispata	ATP synthase CF0 A chain(atpI)
ATPI	22975057	Cupressus sempervirens	ATP synthase CF0 subunit IV(atpI)
ATPI	16791576	Nannochloropsis granulata	ATP synthase CF0 subunit IV(atpI)
ATPI	17675115	Lindenbergia philippensis	ATP synthase CF0 A subunit(atpI)
ATPI	10610153	Jacobaea vulgaris	ATP synthase CF0 subunit IV(atpI)
ATPI	22163951	Pentalinon luteum	ATP synthase CF0 A subunit(atpI)
ATPI	12375373	Ketogulonicigenium vulgare WSH-001	ATP synthase F0 subunit I(atpI)
ATPI	27249057	Metroxylon warburgii	ATP synthase CF0 subunit IV(atpI)
ATPI	1012672	Thermosynechococcus elongatus BP-1	ATP synthase F0F1 subunit A(atpI)
ATPI	24248449	Bambusa arnhemica	ATP synthase CF0 A subunit(atpI)
ATPI	20833699	Rhizosolenia imbricata	ATP synthase CF0 subunit IV(atpI)
ATPI	19592073	Centaurea diffusa	ATP synthase CF0 subunit IV(atpI)
ATPI	26520029	Echinochloa crus-galli	ATP synthase CF0 A subunit(atpI)
ATPI	26044200	Humulus lupulus	ATP synthase CF0 subunit IV(atpI)
ATPI	9072940	Oncidium hybrid cultivar	ATP synthase CF0 subunit IV(atpI)
ATPI	8690338	Olea europaea	ATPase a subunit IV(atpI)
ATPI	22159593	Xylochloris irregularis	CF0 subunit IV of ATP synthase(atpI)
ATPI	24285347	Lathyrus davidii	ATP synthase CF0 subunit IV(atpI)
ATPI	22548198	Erodium gruinum	ATP synthase CF0 subunit IV(atpI)
ATPI	1255399	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	F0F1 ATP synthase subunit I(atpI)
ATPI	27246893	Epimedium dolichostemon	ATP synthase CF0 subunit IV(atpI)
ATPI	27211690	Stenogyne kanehoana	ATP synthase CF0 subunit IV(atpI)
ATPI	11538546	Gossypium raimondii	ATPase IV subunit; ATP synthase CF0 A chain(atpI)
ATPI	22161507	Sapindus mukorossi	ATP synthase CF0 subunit IV(atpI)
ATPI	14444987	Chrysanthemum x morifolium	ATP synthase CF0 A chain(atpI)
ATPI	14658107	Arundinaria gigantea	ATP synthase CF0 A subunit(atpI)
ATPI	26048481	Elaeagnus macrophylla	ATP synthase CF0 subunit IV(atpI)
ATPI	17080619	Eucalyptus regnans	ATP synthase CF0 A subunit(atpI)
ATPI	844872	Cyanidioschyzon merolae strain 10D	ATPase IV subunit(atpI)
ATPI	27110041	Partenskyella glossopodia	ATP synthase CF0 A chain(atpI)
ATPI	13825099	Fragaria vesca subsp. bracteata	ATP synthase CF0 subunit IV(atpI)
ATPI	2597979	Calycanthus floridus var. glaucus	ATPase IV subunit(atpI)
ATPI	26376430	Cyrtomium devexiscapulae	ATP synthase CF0 subunit IV(atpI)
ATPI	22975367	Acorus gramineus	ATP synthase CF0 subunit IV(atpI)
ATPI	16693966	Marsilea crenata	ATP synthase CF0 subunit IV(atpI)
ATPI	20129086	Sarocalamus faberi	ATP synthase CF0 subunit IV(atpI)
ATPI	28480980	Perilla frutescens	AtpI(atpI)
ATPI	17098234	Camellia danzaiensis	ATP synthase CF0 A subunit IV(atpI)
ATPI	17084427	Stockwellia quadrifida	ATP synthase CF0 A subunit(atpI)
ATPI	10251339	Gossypium thurberi	ATP synthase CF0 subunit IV(atpI)
ATPI	24250878	Prunus maximowiczii	ATP synthase CF0 A subunit(atpI)
ATPI	23631009	Chloranthus japonicus	ATP synthase CF0 subunit IV(atpI)
ATPI	27107859	Pedicularis ishidoyana	ATP synthase CF0 A subunit(atpI)
ATPI	17082795	Eucalyptus diversicolor	ATP synthase CF0 A subunit(atpI)
ATPI	24018857	Goodyera fumata	ATP synthase CF0 subunit IV(atpI)
ATPI	2686854	Geobacter sulfurreducens PCA	ATP synthase-associated magnesium import membrane protein AtpI(atpI)
ATPI	11934977	Ginkgo biloba	ATP synthase CF0 A chain(atpI)
ATPI	24571449	Trachelomonas volvocina	ATPase subunit IV(atpI)
ATPI	20523379	Danthonia californica	ATP synthase CF0 subunit IV(atpI)
ATPI	26037249	Zanthoxylum piperitum	AtpI(atpI)
ATPI	14696779	Magnolia officinalis subsp. biloba	ATP synthase CF0 A chain(atpI)
ATPI	27218112	Carum carvi	ATP synthase CF0 subunit IV(atpI)
ATPI	29071173	Schimmelmannia schousboei	ATP synthase CFO A chain subunit IV(atpI)
ATPI	27911613	Verdigellas peltata	ATP synthase CF0 A subunit(atpI)
ATPI	24287737	Dioscorea zingiberensis	ATP synthase CF0 subunit IV(atpI)
ATPI	11540789	Silene noctiflora	ATP synthase CF0 subunit IV(atpI)
ATPI	11452385	Sesamum indicum	ATP synthase CF0 A subunit(atpI)
ATPI	10965512	Ferrocalamus rimosivaginus	ATP synthase CF0 subunit IV(atpI)
ATPI	15331806	Francoa sonchifolia	ATP synthase CF0 subunit IV(atpI)
ATPI	24285462	Lathyrus japonicus	ATP synthase CF0 subunit IV(atpI)
ATPI	26898612	Polygonatum sibiricum	ATP synthase CF0 A subunit(atpI)
ATPI	22163552	Echites umbellatus	ATP synthase CF0 A subunit(atpI)
ATPI	16791954	Nannochloropsis limnetica	ATP synthase CF0 subunit IV(atpI)
ATPI	26889080	Dipteronia sinensis	ATP synthase CF0 A chain(atpI)
ATPI	25015783	Oryza barthii	ATP synthase CF0 A subunit(atpI)
ATPI	11538909	Leersia tisserantii	ATP synthase CF0 subunit IV(atpI)
ATPI	20833294	Bomarea edulis	ATP synthase CF0 subunit IV(atpI)
ATPI	14411668	Nannochloropsis gaditana	ATP synthase CF0 subunit IV(atpI)
ATPI	27923725	Scopolia parviflora	ATP synthase CF0 A subunit(atpI)
ATPI	25193706	Pinellia ternata	ATP synthase CF0 A subunit(atpI)
ATPI	27211289	Stenogyne bifida	(atpI)
ATPI	23631087	Iochroma nitidum	ATP synthase CF0 subunit IV(atpI)
ATPI	17962520	Helianthus tuberosus	ATP synthase CF0 subunit IV(atpI)
ATPI	5955326	Oenothera glazioviana	ATP synthase subunit IV(atpI)
ATPI	27248655	Pigafetta elata	ATP synthase CF0 subunit IV(atpI)
ATPI	24419773	Sartidia dewinteri	ATP synthase CF0 subunit IV(atpI)
ATPI	29074554	Rhodochaete parvula	ATP synthase CFO A chain subunit IV(atpI)
ATPI	20160418	Populus euphratica	ATP synthase CF0 subunit IV(atpI)
ATPI	27213448	Iochroma australe	ATP synthase CF0 subunit IV(atpI)
ATPI	19526773	Setaria italica	ATP synthase CF0 subunit IV(atpI)
ATPI	4712143	Ranunculus macranthus	ATP synthase CF0 A subunit(atpI)
ATPI	5309532	Cycas taitungensis	ATP synthase CF0 A subunit(atpI)
ATPI	26892890	Torreya fargesii	ATP synthase CF0 subunit IV(atpI)
ATPI	11258469	Cephalotaxus wilsoniana	ATP synthase CF0 A chain(atpI)
ATPI	26896694	Vitis aestivalis	ATP synthase CF0 subunit IV(atpI)
ATPI	2858810	[Bacillus thuringiensis] serovar konkukian str. 97-27	H(+)-transporting two-sector ATPase(atpI)
ATPI	26891005	Acer morrisonense	ATP synthase CF0 A chain(atpI)
ATPI	27246758	Epimedium acuminatum	ATP synthase CF0 subunit IV(atpI)
ATPI	25018972	Torreyochloa pallida	ATP synthase CF0 subunit IV(atpI)
ATPI	2885903	Oryza nivara	ATPase IV subunit(atpI)
ATPI	27909666	Acnistus arborescens	ATP synthase CF0 subunit IV(atpI)
ATPI	19739089	Couepia guianensis	ATP synthase CF0 A subunit(atpI)
ATPI	14690210	Euglena viridis	ATPase subunit IV(atpI)
ATPI	24146664	Solanum pimpinellifolium	ATP synthase CF0 subunit IV(atpI)
ATPI	29061284	Pelargonium nanum	ATP synthase CF0 subunit IV(atpI)
ATPI	27110136	Lotharella vacuolata	ATP synthase CF0 A chain(atpI)
ATPI	24019405	Vanilla planifolia	ATP synthase CF0 subunit IV(atpI)
ATPI	18490863	Deschampsia antarctica	ATPase IV subunit(atpI)
ATPI	25017667	Hordeum jubatum	ATP synthase CF0 A subunit(atpI)
ATPI	18253398	Arabis alpina	atpI protein(atpI)
ATPI	22159727	Neocystis brevis	CF0 subunit IV of ATP synthase(atpI)
ATPI	29076687	Pelargonium incrassatum	ATP synthase CF0 subunit IV(atpI)
ATPI	18127769	Magnolia dealbata	ATP synthase CF0 subunit IV(atpI)
ATPI	9830078	Monsonia speciosa	ATP synthase CF0 subunit IV(atpI)
ATPI	24248577	Chusquea spectabilis	ATP synthase CF0 A subunit(atpI)
ATPI	19222084	Hirtella racemosa	ATP synthase CF0 A subunit(atpI)
ATPI	27246517	Lilium distichum	AtpI(atpI)
ATPI	948251	Escherichia coli str. K-12 substr. MG1655	ATP synthase, membrane-bound accessory factor(atpI)
ATPI	884819	Chlamydia trachomatis D/UW-3/CX	V-type ATP synthase subunit I(atpI)
ATPI	28480843	Perilla frutescens	(atpI)
ATPI	17960811	Penthorum chinense	ATP synthase CF0 subunit IV(atpI)
ATPI	6219179	Guizotia abyssinica	ATP synthase CF0 A subunit(atpI)
ATPI	25396555	Rheum palmatum	ATP synthase CF0 A subunit(atpI)
ATPI	7411637	Syntrichia ruralis	ATP synthase CF0 subunit IV(atpI)
ATPI	17098095	Camellia cuspidata	ATP synthase CF0 A subunit IV(atpI)
ATPI	27982589	Glycine gracilis	ATP synthase CF0 subunit IV(atpI)
ATPI	27438988	Coffea canephora	ATP synthase CF0 A subunit(atpI)
ATPI	18490652	Cucumis hystrix	ATP synthase CF0 subunit IV(atpI)
ATPI	26131582	Salix babylonica	ATP synthase CF0 subunit IV(atpI)
ATPI	29073269	Bangiopsis subsimplex	ATP synthase CFO A chain subunit IV(atpI)
ATPI	24250748	Prunus yedoensis	ATP synthase CF0 A subunit(atpI)
ATPI	17080755	Eucalyptus umbra	ATP synthase CF0 A subunit(atpI)
ATPI	16028757	Phaeocystis globosa	ATP synthase CF0 A subunit(atpI)
ATPI	23454018	Panax notoginseng	ATP synthase CF0 subunit IV(atpI)
ATPI	4108260	Zygnema circumcarinatum	ATPase IV subunit(atpI)
ATPI	27251047	Washingtonia robusta	ATP synthase CF0 subunit IV(atpI)
ATPI	17082659	Eucalyptus torquata	ATP synthase CF0 A subunit(atpI)
ATPI	16693833	Lygodium japonicum	ATP synthase CF0 subunit IV(atpI)
ATPI	3735054	Nicotiana sylvestris	ATPase IV subunit(atpI)
ATPI	15823272	Cymbidium aloifolium	subunit IV(atpI)
ATPI	27214194	Coriandrum sativum	ATP synthase CF0 subunit IV(atpI)
ATPI	8463187	Bryopsis hypnoides	ATP synthase CF0 A subunit(atpI)
ATPI	20356397	Aegilops kotschyi	protein-coding(atpI)
ATPI	24285681	Lathyrus venosus	ATP synthase CF0 subunit IV(atpI)
ATPI	26521898	Eutrema heterophyllum	ATP synthase CF0 A subunit(atpI)
ATPI	18267474	Phelipanche ramosa	ATP synthase CF0 subunit IV(atpI)
ATPI	11540918	Silene conica	ATP synthase CF0 subunit IV(atpI)
ATPI	10251493	Fragaria vesca subsp. vesca	ATP synthase CF0 subunit IV(atpI)
ATPI	11256351	Pseudotsuga sinensis var. wilsoniana	ATP synthase CF0 A chain(atpI)
ATPI	25193475	Lilium sp. KHK-2014	AtpI(atpI)
ATPI	17046350	Cocos nucifera	ATP synthase CF0 A subunit(atpI)
ATPI	13543516	Trebouxiophyceae sp. MX-AZ01	ATP synthase CF0 A subunit(atpI)
ATPI	22159790	Koliella corcontica	CF0 subunit IV of ATP synthase(atpI)
ATPI	11123059	Cucumis melo subsp. melo	ATP synthase CF0 subunit IV(atpI)
ATPI	26121906	Astragalus nakaianus	ATP synthase CF0 A subunit(atpI)
ATPI	4487373	Aeromonas hydrophila subsp. hydrophila ATCC 7966	ATP synthase F0, I subunit(atpI)
ATPI	17084627	Asclepias nivea	ATP synthase CF0 A subunit(atpI)
ATPI	27248789	Phytelephas aequatorialis	ATP synthase CF0 subunit IV(atpI)
ATPI	16791828	Nannochloropsis salina	ATP synthase CF0 subunit IV(atpI)
ATPI	22163685	Nerium oleander	ATP synthase CF0 A subunit(atpI)
ATPI	24571607	Salicornia bigelovii	ATPase IV subunit; ATP synthase CF0 A chain(atpI)
ATPI	18887553	Praxelis clematidea	ATP synthase CF0 subunit IV(atpI)
ATPI	26037485	Piper kadsura	ATP synthase CF0 A subunit(atpI)
ATPI	11258622	Taiwania cryptomerioides	ATP synthase CF0 A chain(atpI)
ATPI	6336019	Fagopyrum esculentum subsp. ancestrale	atpI(atpI)
ATPI	24419644	Lathyrus inconspicuus	ATP synthase CF0 subunit IV(atpI)
ATPI	13540192	Capsicum annuum	ATP synthase CF0 subunit IV(atpI)
ATPI	26043917	Silybum marianum	ATP synthase CF0 subunit IV(atpI)
ATPI	2913977	Saccharum hybrid cultivar NCo 310	ATPase IV subunit(atpI)
ATPI	27214081	Pinus armandii	H+-ATPase IV subunit(atpI)
ATPI	11266180	Picea morrisonicola	ATP synthase CF0 A chain(atpI)
ATPI	17962653	Helianthus strumosus	ATP synthase CF0 subunit IV(atpI)
ATPI	22975298	Callitropsis vietnamensis	ATP synthase CF0 subunit IV(atpI)
ATPI	24573792	Cannabis sativa	ATPase subunit IV(atpI)
ATPI	24285571	Lathyrus ochroleucus	ATP synthase CF0 subunit IV(atpI)
ATPI	27211423	Haplostachys haplostachya	ATP synthase CF0 subunit IV(atpI)
ATPI	24018790	Cypripedium formosanum	ATP synthase CF0 subunit IV(atpI)
ATPI	26898474	Gynostemma pentaphyllum	ATP synthase CF0 subunit IV(atpI)
ATPI	24250677	Nyholmiella obtusifolia	AtpI(atpI)
ATPI	22910241	Orthotrichum rogeri	AtpI(atpI)
ATPI	27110008	Gymnochlora stellata	ATP synthase CF0 A chain(atpI)
ATPI	20129221	Chimonocalamus longiusculus	ATP synthase CF0 subunit IV(atpI)
ATPI	24146535	Solanum peruvianum	ATP synthase CF0 subunit IV(atpI)
ATPI	24019270	Masdevallia picturata	ATP synthase CF0 subunit IV(atpI)
ATPI	26890872	Lavandula angustifolia	ATP synthase CF0 A chain(atpI)
ATPI	10744215	Ageratina adenophora	ATP synthase CF0 subunit IV(atpI)
ATPI	25019103	Trisetum cernuum	ATP synthase CF0 subunit IV(atpI)
ATPI	29076545	Pelargonium fulgidum	ATP synthase CF0 subunit IV(atpI)
ATPI	13825209	Fragaria mandshurica	ATP synthase CF0 subunit IV(atpI)
ATPI	11256411	Nicotiana undulata	ATP synthase CF0 subunit IV(atpI)
ATPI	24248706	Diandrolyra sp. Clark 1301	ATP synthase CF0 A subunit(atpI)
ATPI	17035838	Asclepias syriaca	ATP synthase CF0 A subunit(atpI)
ATPI	11452193	Eleutherococcus senticosus	ATP synthase CF0 A subunit(atpI)
ATPI	26046143	Pelargonium dichondrifolium	ATP synthase CF0 subunit IV(atpI)
ATPI	26521979	Curcuma flaviflora	ATP synthase CF0 subunit IV(atpI)
ATPI	26889154	Tetrastigma hemsleyanum	ATP synthase CF0 subunit IV(atpI)
ATPI	26374282	Populus tremula x Populus alba	ATP synthase CF0 A subunit(atpI)
ATPI	18127636	Magnolia cathcartii	ATP synthase CF0 subunit IV(atpI)
ATPI	25017796	Melica mutica	ATP synthase CF0 A subunit(atpI)
ATPI	5714825	Cuscuta obtusiflora	ATP synthase CF0 A subunit(atpI)
ATPI	26893043	Zizania latifolia	ATP synthase CF0 subunit IV(atpI)
ATPI	895696	Chlamydophila pneumoniae CWL029	V-type ATP synthase subunit I(atpI)
ATPI	19222217	Chrysobalanus icaco	ATP synthase CF0 A subunit(atpI)
ATPI	800972	Mesostigma viride	ATPase IV subunit(atpI)
